單字	詞性	中文解釋	例句
cast	v.	投擲	Willy _____ the line into the lake and waited for the fish to take the bait. [61]
cast	n.	演員陣容	The film has a _____ of more than twenty. [61]
continent	n.	洲，大陸	There are seven _____s on Earth. [61]
dim	adj.	昏暗的	Don't read books in a _____ light. [61]
dim	v.	變暗	The lights in the concert hall _____med before the performance began. [61]
emperor	n.	皇帝	The _____ ordered the soldiers to fight for his empire. [62]
gang	n.	幫派，群	Even though Ted made some new friends in college, he still missed the old _____. [62]
gang	v.	結夥	It's unreasonable to _____ up on someone who behaves differently. [62]
headquarters	n.	總部	All the branch offices must report to the _____ annually. [62]
homesick	adj.	思鄉的	Eddie felt _____ for Tainan when he first went to university. [63]
jar	n.	罐子	You should keep your homemade jam in a _____ and store it in the refrigerator. [63]
jar	v.	令人不快	The traffic noise _____red on my nerves. [63]
kilometer	n.	公里	The distance between the two towns is five _____s. [63]
lord	n.	領主，上帝	It is said that Frank is the son of the _____. [64]
misery	n.	悲慘	The old man lived in _____ after his wife died. [64]
neat	adj.	整潔的	Ann always keeps her room _____. [64]
neatly	adv.	整齊地	The teacher tells us to write _____ in the test. [64]
pearl	n.	珍珠	The lady is wearing a _____ necklace. [64]
pretend	v.	假裝	Nathan _____ed to be sick, so he wouldn't have to go to school. [65]
pronounce	v.	發音	The "b" in comb is not _____d. [65]
rotten	adj.	腐爛的	Food goes _____ very quickly in hot and humid summer days. [65]
shorten	v.	縮短	Days _____ when winter comes. [65]
slave	n.	奴隸	Stop being a _____ to ever-changing fashion. [65]
slave	v.	苦幹	The whole team _____d away at the project this month. [66]
spy	n.	間諜	To everyone's surprise, the general has worked as an enemy _____. [66]
spy	v.	從事間諜活動	The young man admitted _____ing for his country. [66]
tangerine	n.	橘子	The _____ was peeled and divided into segments. [66]
trumpet	n.	小號	Lisa plays several instruments including _____, piano and violin. [66]
trumpet	v.	吹噓	Daniel is _____ing his daughter's accomplishments. [67]
tug	n.	拉，拽	The naughty boy gave his classmate's hair a _____. [67]
tug	v.	拉，拽	The little girl _____ged at her mother's sleeve to get her attention. [67]
wrist	n.	手腕	Susan sprained her _____ while playing badminton. [67]
ambulance	n.	救護車	The man was in a bad car crash. Call an _____. [67]
bookcase	n.	書櫃	I need to buy a new _____ to put the novels. [68]
champion	n.	冠軍	The man is the heavyweight _____ of the world; no one can beat him. [68]
controller	n.	控制者，管理者	Christine became the _____ after working for years in the company. [68]
discount	n.	折扣	The store offers a _____ of ten percent on cash purchases. [68]
honesty	n.	誠實	The criminal finally answered the police's questions with his _____. [69]
jaw	n.	下巴	The boxer punched his opponent in the _____. [69]
kindergarten	n.	幼稚園	My son goes to _____. [69]
magician	n.	魔術師	My uncle and aunt hired a _____ for their son's birthday party. [69]
mist	n.	薄霧	You had better drive with care with everything covered in _____. [70]
mist	v.	蒙上薄霧	My glasses _____ed up when I was enjoying hotpot. [70]
misty	adj.	多霧的	According to the weather forecast, it'll turn cold and _____ tonight. [70]
necktie	n.	領帶	Jason hates to wear a _____. He says it makes him unable to breathe. [70]
peel	v.	剝皮	Father is _____ing some potatoes to make curry chicken. [71]
peel	n.	果皮	Adding some grated orange _____ to the cake can give it a pleasant fragrance. [71]
pub	n.	酒吧	The man had a beer in a _____ during his last trip to the United Kingdom. [71]
rank	n.	等級，階級	Emily rose through the _____s to become production manager. [71]
rank	v.	評等	Eva was _____ed as one of the best tennis players in the league. [71]
rug	n.	塊毯	The children were asked to rub their shoes against the _____ in the doorway before getting into the house. [72]
shovel	n.	鏟子	Ronald cleared the snow from the driveway with a _____. [72]
shovel	v.	鏟	The family is busy _____ing snow away from their gate on a cold day. [72]
slippery	adj.	滑的	You have to be careful when walking on the _____ floor. 
squirrel	n.	松鼠	I saw some _____s scurrying up the tree. 
tease	v.	取笑	Some haters _____d the actor about his looks.
truthful	adj.	誠實的	I think husband and wife should be _____ with each other. 
tutor	n.	家庭教師	Tony's parents hired a _____ to help him with his math. 
tutor	v.	指導	Beth _____ed my older brother in math. 
yell	v.	大吼	The man _____ed at the waitress because she spilled some juice on his white shirt. 
yell	n.	大吼	Tom let out a _____ of triumph when his favorite baseball player hit a home run. 
youngster	n.	年輕人	Bending is an action that _____s can do with ease, but it is quite hard for many elders. 
zipper	n.	拉鍊	The _____ is stuck, so I can't open my bag. 
zipper	v.	拉上拉鍊	_____ your coat up, or you will catch a cold. 
